description,category,amount
CARD PAYMENT DEPARTMENT STORE DUBLIN,shopping,-196.96
RECURRING FOOD TRUCK,cafe_restaurant,-56.3
massage outing gym,health,-206.52
NATIONAL EXPRESS PAYMENT,transport,-71.53
ALLIANZ - PHONE PLAN MONTHLY BILL,bills_utilities,-332.62
RAMEN OUTING,cafe_restaurant,-8.62
beer outing,cafe_restaurant,-29.21
TOLL GATE-WARSAW-ECOM PETROL,transport,-45.71
GAME DOWNTOWN,entertainment,-82.67
Ecom Naturkost Bread,groceries,-85.95
JOHN LEWIS MONTHLY,shopping,-228.25
Credit Trampoline Park Show,entertainment,-127.74
Sky Online,bills_utilities,-269.0
Gig Outing,entertainment,-40.26
THAI RESTAURANT DELIVERY PASTA,cafe_restaurant,-37.68
Habitat Fee Mastercard,shopping,-43.04
APPLE STORE MONTHLY PURCHASE,shopping,-35.81
ADMIRAL TXN AMSTERDAM,bills_utilities,-1465.78
SO FREE NOW,transport,-23.12
Groceries Downtown Meat,groceries,-102.12
David Lloyd Received,health,-122.7
CHILI'S*PUR EU DINNER,cafe_restaurant,-34.38
SO NESTE AIRPORT TRANSFER,transport,-4.08
Payment From Itsu Kebab,cafe_restaurant,-45.72
Airbnb Payout Auto-Renewal Dividend Payment,income,1105.41
Accessories Near Work Laptop,shopping,-456.11
RETURN PUREGYM GYM,health,-242.14
Broadband Received,bills_utilities,-585.48
m&s food with friends vegetables,groceries,-113.55
MILK FROM LIDL,groceries,-41.88
ELECTRICITY BILL-WARSAW-DEBIT,bills_utilities,-1314.07
Parking Received,transport,-38.12
project payment outing,income,3443.86
GYM,health,-120.03
ORDER ETSY,shopping,-248.51
airbnb payout - interest credited,income,1933.83
FOOD SHOPPING,groceries,-54.79
BUS INBOUND TRANSFER,transport,-57.78
supermarket bill,groceries,-107.95
PAYMENT FROM ZURICH RENT PAYMENT,bills_utilities,-1401.73
Monthly Bill From Enel,bills_utilities,-1453.76
l'occi new york paypal sneakers,shopping,-185.43
payment from brasserie drinks,cafe_restaurant,-10.93
npower iban london,bills_utilities,-1449.21
Ferry | Payment | Sr4Zgnq2A0 Diesel,transport,-2.06
NANDO'S-AMSTERDAM-MASTERCARD TAKEAWAY,cafe_restaurant,-24.39
AIRPORT TRANSFER (TOTAL),transport,-78.96
amazon ecom kitchenware,shopping,-266.54
outlet store electronics,shopping,-406.4
UPWORK BILL CASHBACK CREDITED,income,4856.25
Amazon Prime Video Membership,entertainment,-84.5
HERTZ RECEIVED TICKET,transport,-64.46
landlord payment with friends electricity,bills_utilities,-951.21
DIRECT DEBIT INTEREST PAYMENT,income,2719.13
Physiotherapy Received,health,-13.13
FOOD TRUCK CARD BEER,cafe_restaurant,-37.9
DIRECT DEBIT TIDAL GAME,entertainment,-120.04
TRAVEL CARD SHUTTLE,transport,-73.0
RALPH LAUREN WITH FRIENDS,shopping,-66.22
RIDE DOWNTOWN TRAVEL CARD,transport,-65.27
appliance outing online order,shopping,-46.51
Planet Fitness Visa Ref Xbzbuzmml,health,-98.8
return dim sum delivery meal,cafe_restaurant,-43.29
Aviva Health App/Stockholm Doctor Visit,health,-69.23
SUBWAY TAKEAWAY,cafe_restaurant,-48.66
Sports Direct With Friends Jewellery,shopping,-228.95
CARD PAYMENT SPAR MADRID,groceries,-87.52
ADIDAS MONTHLY,shopping,-239.12
autopay free now charge shuttle,transport,-73.71
Beer Downtown Wine,cafe_restaurant,-3.04
parking fee credited,transport,-54.47
Avis Online Shuttle,transport,-73.62
IKEA WEB KITCHENWARE,shopping,-148.39
GP SURGERY STRIPE FITNESS CLASS,health,-204.78
starbucks visit delivery meal,cafe_restaurant,-15.94
AMC PAYPAL REF Q6ANJAZ DLC,entertainment,-45.82
mental health app dental,health,-186.78
Return Greggs Dine In,cafe_restaurant,-41.96
BROKER PAYOUT DELIVERY,income,5728.78
MONTHLY PAY*DEB VIENNA,income,5913.17
Taxi,transport,-22.44
Wine From Wagamama,cafe_restaurant,-11.5
STANDING ORDER CIRCLE K TOLL,transport,-45.2
recurring etsy gift,shopping,-432.54
recurring rei laptop,shopping,-391.98
contactless free now journey,transport,-20.8
CARD PAYMENT MARKS SPENCER WARSAW,groceries,-22.96
FARE AT RYANAIR PASS,transport,-8.79
TIM HORTONS CAKE COCKTAIL,cafe_restaurant,-56.72
tfl order iban,transport,-13.03
COMEDY CLUB AUTO-RENEWAL,entertainment,-87.63
so coop vegetables,groceries,-69.95
TRANSFER RECEIVED DOWNTOWN PROJECT PAYMENT,income,3019.59
PAYMENT FROM VUELING FERRY CROSSING,transport,-16.06
Mango Received,shopping,-382.45
Youtube Premium Payment,entertainment,-30.6
Bt 6A215Csrpu Los Angeles,bills_utilities,-1138.07
gp surgery pos lisbon dental,health,-169.71
hulu bill night out,entertainment,-89.29
return laser tag,entertainment,-23.91
so papa john's,cafe_restaurant,-10.58
SALARY RECEIVED NEAR WORK,income,1704.02
return supermarket,groceries,-125.69
card payment rossmann dublin medication,health,-43.48
gym downtown vitamins,health,-50.56
Dlc Outing Festival Pass,entertainment,-18.9
Nando'S Direct Debit Pizza,cafe_restaurant,-35.84
SHAKE  VIENNA PAYPAL,cafe_restaurant,-64.74
Dd Netto Food Shopping,groceries,-53.13
PAYMENT FROM TOPTAL,income,3722.96
performance bonus*ktowy1rotk salary received,income,957.08
BURGER JOINT AUTO-RENEWAL,cafe_restaurant,-8.01
ETSY MONTHLY,shopping,-163.18
TRENITALIA PAYMENT,transport,-62.26
RECURRING BOOTS PRESCRIPTION,health,-150.02
dim sum bill breakfast,cafe_restaurant,-62.83
app fnac appliance gift,shopping,-138.27
GNC PAYMENT,health,-227.77
T-MOBILE INVOICE APP INSURANCE PREMIUM,bills_utilities,-889.46
MENTAL HEALTH APP - PHYSIO DENTAL,health,-191.31
dunkin | purchase | k6np513a,cafe_restaurant,-36.92
DRESS (ELECTRONICS STORE) JEWELLERY,shopping,-81.54
kaufland direct debit eggs,groceries,-15.71
Direct Debit Gas Bill Paris,bills_utilities,-964.15
La Fitness With Friends,health,-222.88
Pizzeria Payment,cafe_restaurant,-56.56
AUTOPAY PLAYSTATION IN-APP PURCHASE,entertainment,-14.36
Blood Test*64Hynd4P1,health,-88.99
Purchase Paramount+,entertainment,-34.35
john lewis monthly clothing,shopping,-345.83
Purchase Next,shopping,-397.26
ORDER DEEZER,entertainment,-116.29
kfc wh7207l9ly eu dine in,cafe_restaurant,-31.85
Purchase Bakery Burger,cafe_restaurant,-63.52
DINNER LUNCH,cafe_restaurant,-30.73
five guys*41y7qy,cafe_restaurant,-49.87
purchase bonus,income,1271.43
Tesco | Fee | Zxuq82Vehe,groceries,-27.88
aviva health monthly health insurance,health,-160.6
roblox | credit | aosbfr7qxc,entertainment,-73.87
CARD PAYMENT EDEKA BRUSSELS,groceries,-14.64
Zara Card/Rome,shopping,-69.67
BONUS RECEIVED NEAR WORK REFUND RECEIVED,income,1081.2
pizza hut bill pizza,cafe_restaurant,-42.97
RETURN RENFE DIESEL,transport,-42.35
NEXT-BERLIN-VISA,shopping,-57.95
Purchase Admiral,bills_utilities,-593.12
Humble Bundle-Los Angeles-Card Gaming,entertainment,-94.72
gift outing headphones,shopping,-53.89
KEBAB WINE,cafe_restaurant,-23.69
return douglas phone,shopping,-330.96
GAME FROM AMAZON PRIME VIDEO,entertainment,-124.37
LA FITNESS AUTO-RENEWAL DOCTOR VISIT,health,-36.62
National Rail Subscription Contactless,transport,-62.64
medical downtown prescription,health,-104.38
Milk At Tesco Organic,groceries,-123.97
Trenitalia Trip Ticket,transport,-59.86
BROADBAND ELECTRICITY STANDING ORDER,bills_utilities,-293.45
puma jewellery dress,shopping,-36.62
Visa Apple Music Club Entry,entertainment,-85.86
dd lyft trip,transport,-45.63
VERIZON ELECTRICITY,bills_utilities,-644.48
gog*7panzmb in-app purchase,entertainment,-84.94
ORDER KAUFLAND BULK FOOD,groceries,-10.65
Payment From Bakery,cafe_restaurant,-55.5
autopay tapas bar new york delivery meal,cafe_restaurant,-19.22
tidal received,entertainment,-105.39
engie*txn eu water,bills_utilities,-114.26
return bowling film,entertainment,-34.13
Blood Test,health,-62.89
nike debit/lisbon trousers,shopping,-217.18
Online Paypal Transfer London,income,972.21
Standing Order Clothing Store,shopping,-423.36
travel card (shell) fuel,transport,-48.72
Steam Auto-Renewal Club Entry,entertainment,-58.82
DEUTSCHE TELEKOM SEPA REF RI0BNP4TM,bills_utilities,-90.8
broadband online mortgage payment,bills_utilities,-498.09
STANDING ORDER INTEREST PAYMENT BONUS RECEIVED,income,3021.25
landlord payment received,bills_utilities,-806.07
Sports Direct Visit,shopping,-465.6
tommy hilfiger/purchase/gb,shopping,-223.36
Autopay Chinese Restaurant Payment Wine,cafe_restaurant,-53.71
Recurring Tram Journey,transport,-42.49
Bupa Invoice App,health,-149.26
Direct Debit Topshop Electronics,shopping,-343.02
DIRECT DEBIT SPAR FRUITS,groceries,-51.99
PAPA JOHN'S ESPRESSO,cafe_restaurant,-38.82
MARKS SPENCER*UDRLGFMNI SUPERMARKET RUN,groceries,-92.6
axa insurance credit berlin,bills_utilities,-1242.7
itsu inbound transfer,cafe_restaurant,-42.04
medicine credited prescription,health,-7.37
Department Store Online Delivery,shopping,-267.82
rent web,bills_utilities,-1128.43
PURCHASE LABORATORY,health,-86.9
Lidl Paypal Los Angeles Produce,groceries,-19.25
corner shop purchase credit meat,groceries,-98.17
spar bill,groceries,-123.94
Recurring Mediamarkt,shopping,-223.92
DIRECT DEBIT BP PARKING FEE,transport,-59.56
ONLINE ALDI SUPERMARKET RUN FRUITS,groceries,-54.45
Ramen Downtown,cafe_restaurant,-63.34
purchase spar,groceries,-49.84
Habitat Visit Sneakers,shopping,-209.52
vat refund charge visa,income,5936.06
CREDIT CVS HEALTH INSURANCE,health,-228.36
CASHBACK AUTO-RENEWAL COMMISSION PAID,income,1180.56
nightclub delivery series,entertainment,-134.36
mini market debit ,groceries,-97.69
SUPERMARKET MASTERCARD/LISBON,groceries,-40.07
BILLA GROCERY,groceries,-17.33
credit applebee's,cafe_restaurant,-42.27
Yoga Studio Payment,health,-194.13
axa health prescription,health,-213.6
spar monthly bulk food,groceries,-61.25
Wine Near Work,cafe_restaurant,-6.58
iban avis fr,transport,-2.18
PARAMOUNT+ STRIPE PARIS SERIES,entertainment,-116.86
BURGER KING DIRECT DEBIT DELIVERY MEAL,cafe_restaurant,-17.6
Gadget (Gap) Laptop,shopping,-180.48
Waitrose Direct Debit,groceries,-20.2
Standing Order Ramen Shop,cafe_restaurant,-56.17
vodafone / council tax gas,bills_utilities,-268.17
WHOLE FOODS GROCERIES WEEKLY SHOP,groceries,-94.05
Hertz Paypal/Fr Parking Fee,transport,-51.23
Gap*D318Rkn3C2 Dress,shopping,-442.31
olive garden contactless,cafe_restaurant,-39.71
opera house delivery club entry,entertainment,-106.28
NESTE DIRECT DEBIT COMMUTE,transport,-41.1
return pizzeria dessert,cafe_restaurant,-51.33
Direct Debit Tesco,groceries,-87.98
WEEKLY SHOP OUTING FOOD SHOPPING,groceries,-42.67
Indian Takeaway With Friends,cafe_restaurant,-30.57
FLIXBUS RECEIVED,transport,-7.02
event ticket downtown escape room,entertainment,-49.13
RENTAL INCOME PAYPAL REF 2JVRUKG7PZ TRANSFER RECEIVED,income,2311.71
gym downtown doctor visit,health,-52.0
Autopay Rental Income Subscription,income,2076.78
Avis 4Cs2Npowu New York Commute,transport,-10.9
JOURNEY NEAR WORK,transport,-28.22
CARD PAYMENT BT  COUNCIL TAX,bills_utilities,-154.54
WHOLE FOODS RECEIVED,groceries,-52.15
DD RALPH LAUREN HEADPHONES,shopping,-357.59
walgreens*pay chicago massage,health,-92.98
Recurring Lidl,groceries,-98.2
Orange Visit Mortgage Payment,bills_utilities,-642.29
Card Payment Clinic Prague Fitness Class,health,-240.24
CROSSFIT/PURCHASE/EU DOCTOR VISIT,health,-181.82
dd starbucks beer,cafe_restaurant,-63.47
Vue Cinema Auto-Renewal Escape Room,entertainment,-148.84
VISA SPA WORKOUT FITNESS CLASS,health,-97.86
KAUFLAND PAYMENT,groceries,-71.05
Standing Order Cabify Pass,transport,-66.4
Comedy Rome Debit,entertainment,-56.94
Vattenfall*Sub Prague Annual Fee,bills_utilities,-709.97
Swisscom Received Electricity,bills_utilities,-192.72
ORDER M&S FOOD,groceries,-38.9
PRIMARK INBOUND TRANSFER HOMEWARE,shopping,-406.25
BRASSERIE BILL KEBAB,cafe_restaurant,-6.79
PAYMENT FROM MEGABUS SHUTTLE,transport,-51.4
phone outing,shopping,-74.95
FARE CREDITED TICKET,transport,-4.96
purchase wise transfer interest credited,income,5154.79
TOPSHOP AUTO-RENEWAL GIFT,shopping,-299.29
WENDY'S AUTO-RENEWAL,cafe_restaurant,-41.63
Subway Payment,cafe_restaurant,-32.82
accessories at habitat gadget,shopping,-422.2
Rwe Payment Standing Order,bills_utilities,-302.33
Cvs Gym,health,-38.58
Card Payment Olive Garden Paris,cafe_restaurant,-32.47
card payment science center stockholm movie,entertainment,-129.56
Purchase Parking Charging,transport,-43.2
pizzeria*tra rome,cafe_restaurant,-57.65
return netto dairy,groceries,-83.15
escape room near work gaming,entertainment,-37.77
electricity (scottish water) broadband bill,bills_utilities,-1277.82
dessert near work drinks,cafe_restaurant,-15.46
DAVID LLOYD INBOUND TRANSFER HEALTH INSURANCE,health,-94.48
total ecom london fuel,transport,-33.85
credit orange,bills_utilities,-1115.42
bonus charge online cashback credited,income,4686.32
allianz/subscription/fr,bills_utilities,-986.19
RETURN SSE,bills_utilities,-477.39
asos nje6ar dublin gift,shopping,-283.55
EMPLOYER AUTO-RENEWAL,income,5883.65
Mini Golf Iban Ref J2H48Wwo5 Gaming,entertainment,-36.07
clinic visa,health,-161.65
Axa Insurance Iban/Brussels Broadband Bill,bills_utilities,-1120.98
return corner shop,groceries,-35.06
Contactless Rewe Vegetables,groceries,-107.57
BULK POWDERS*IVK8ILCI MEDICINE,health,-178.02
Protein,health,-107.24
SO T-MOBILE RENT PAYMENT,bills_utilities,-86.77
Deutsche Bahn Online Toll,transport,-10.11
payment from cabify toll,transport,-43.58
ESPRESSO NEAR WORK DESSERT,cafe_restaurant,-52.31
PURCHASE DM DROGERIE,health,-183.55
Return Topshop,shopping,-309.12
starbucks direct debit burger,cafe_restaurant,-42.77
NATURKOST SBNV7P DE,groceries,-50.21
ENGIE VISA REF B6X9OMCI4W INSURANCE PREMIUM,bills_utilities,-1208.42
museum order online,entertainment,-127.64
Standing Order Amazon Music Subscription,entertainment,-81.39
FREELANCE INCOME OUTING REFUND RECEIVED,income,5859.37
cinema/payment/lisbon,entertainment,-44.23
UPWORK ONLINE,income,2279.13
Peopleperhour*Iuo5O5A2,income,1995.58
Fnac Auto-Renewal Jewellery,shopping,-297.7
CINEWORLD AUTO-RENEWAL,entertainment,-24.56
pret a manger with friends,cafe_restaurant,-48.77
Fnac Auto-Renewal,shopping,-71.81
CONTACTLESS SPOTIFY MEMBERSHIP,entertainment,-131.9
RETURN GAP,shopping,-118.69
OCTOPUS ENERGY - RENT PAYMENT BROADBAND BILL,bills_utilities,-407.53
Mango Online,shopping,-156.44
supermarket received,groceries,-76.79
WATER BILL DELIVERY BROADBAND BILL,bills_utilities,-470.04
RECURRING FESTIVAL CONCERT TICKET,entertainment,-16.21
Vueling App Fare,transport,-73.29
food market delivery,groceries,-46.51
Sandwich Near Work,cafe_restaurant,-56.16
PARAMOUNT+*ILLVJDB,entertainment,-139.85
NATURKOST WITH FRIENDS,groceries,-50.74
Return Gog Night Out,entertainment,-68.63
FUEL OUTING,transport,-45.74
night out at cinepolis,entertainment,-5.02
adidas iban kitchenware,shopping,-26.21
Deutsche Telekom Auto-Renewal,bills_utilities,-141.19
cocktail downtown breakfast,cafe_restaurant,-13.49
brunch from kebab shop,cafe_restaurant,-51.86
carrefour-new york-txn,groceries,-16.26
Opera House In-App Purchase In-App Purchase,entertainment,-7.57
texaco - ferry crossing ticket,transport,-30.63
theatre / series,entertainment,-118.43
Crunchyroll Gaming,entertainment,-139.53
Shein,shopping,-371.23
Utilities*Txn London Subscription Renewal,bills_utilities,-404.88
Clinic / Medical Medical,health,-55.54
Autopay Mac Cosmetics Invoice Shoes,shopping,-458.39
Cigna - Doctor Visit Fitness Class,health,-19.13
Stripe Payout/Txn/Dublin Freelance Income,income,4965.44
ODEON,entertainment,-41.59
direct line scur3hks8y dublin,bills_utilities,-638.96
gnc online,health,-114.93
Supermarket Delivery Fruits,groceries,-11.12
direct debit amazon prime video in-app purchase,entertainment,-145.99
ORDER NATURKOST,groceries,-55.58
Medical Doctor Visit,health,-249.77
electricity bill online/stockholm,bills_utilities,-1379.73
billa-stockholm-paypal,groceries,-23.91
so chili's lunch,cafe_restaurant,-62.87
Landlord Payment,bills_utilities,-135.28
Recurring Investment Return,income,1223.01
wagamama cocktail,cafe_restaurant,-52.0
DD LIDL SUPERMARKET RUN,groceries,-49.62
Refund-Los Angeles-Pos,income,4468.36
Roblox 1S44N2Df8 Chicago,entertainment,-114.05
Tfl,transport,-15.11
VERIZON POS,bills_utilities,-1298.09
Card Payment Dividend Brussels,income,889.98
MANGO PRAGUE STRIPE GADGET,shopping,-166.03
DOCTOR VISIT (LABORATORY),health,-137.42
MEMBERSHIP OUTING,entertainment,-121.01
CONTACTLESS SHAKE SHACK,cafe_restaurant,-61.9
Amc-Brussels-Autopay,entertainment,-111.52
GROCERIES WEEKLY SHOP,groceries,-31.44
SHEIN - CLOTHES DELIVERY,shopping,-366.8
Thai Restaurant Monthly,cafe_restaurant,-25.82
return laboratory,health,-187.55
contactless neste ferry crossing,transport,-21.51
So Kebab Shop Drinks,cafe_restaurant,-6.12
billa web supermarket run,groceries,-21.48
AVIS BILL AIRPORT TRANSFER,transport,-53.5
Pret A Manger Visit Cake,cafe_restaurant,-46.19
HOME INSURANCE PAYMENT DIRECT DEBIT,bills_utilities,-204.39
CONTACTLESS PHYSIOTHERAPY,health,-90.88
SO SWISSCOM,bills_utilities,-751.26
Wine Bar Monthly,cafe_restaurant,-22.41
SNACK DOWNTOWN DINE IN,cafe_restaurant,-29.02
THERAPY NEAR WORK PRESCRIPTION,health,-133.12
Anglian Water-Rome-Web,bills_utilities,-528.27
Ticket (Trenitalia),transport,-28.92
kaufland order autopay,groceries,-21.79
Credit Council Tax Phone Plan,bills_utilities,-110.39
Recurring Cineworld Show,entertainment,-135.85
sky monthly annual fee,bills_utilities,-654.47
Total Contactless Shuttle,transport,-36.69
STRIPE IHERB LISBON,health,-173.62
cinepolis monthly,entertainment,-103.95
Crossfit Card Madrid,health,-249.15
nightclub received series,entertainment,-101.9
FREE NOW PASS,transport,-61.35
Recurring Phone Bill,bills_utilities,-604.59
ORDER REVOLUT TRANSFER PAYOUT,income,5106.04
Upwork Salary Received,income,5554.08
PURCHASE TEXACO,transport,-34.23
protein downtown,health,-162.4
gaming at peacock event ticket,entertainment,-42.03
Octopus Energy U1387Cuge1 Brussels,bills_utilities,-258.37
TICKET (CIRCLE K) COMMUTE,transport,-28.54
Escape Room From Epic Games,entertainment,-30.1
renfe bill journey,transport,-76.91
RETURN CIGNA,health,-214.79
ORDER BLOOD TEST FITNESS CLASS,health,-150.8
credit commission bonus received,income,1800.32
grocery store/txn/prague organic,groceries,-81.52
Trampoline Park Bill,entertainment,-122.42
CHINESE RESTAURANT CZ4152 FR,cafe_restaurant,-20.39
CLOTHING FROM CLOTHING STORE,shopping,-252.5
Purchase Q8 Charging,transport,-57.26
POS RENFE PASS PARKING FEE,transport,-50.2
Total Online,transport,-61.34
CONTACTLESS THAI RESTAURANT,cafe_restaurant,-48.97
concert venue*w4t95iu8s0,entertainment,-118.01
WHOLE FOODS DIRECT DEBIT DAIRY,groceries,-100.17
OLIVE GARDEN DELIVERY KEBAB,cafe_restaurant,-31.02
L'OCCITANE PURCHASE ONLINE ORDER,shopping,-16.79
OLIVE GARDEN DIRECT DEBIT DINE IN,cafe_restaurant,-64.86
concert ticket outing,entertainment,-110.38
contactless boots,health,-81.65
mastercard apple music warsaw subscription,entertainment,-78.29
John Lewis Received,shopping,-285.75
Weekly Shop Near Work Bulk Food,groceries,-61.48
NIKE BILL,shopping,-275.82
Mango / Accessories,shopping,-53.14
SCIENCE CENTER | TRANSFER | Z2LEZUISV GAME,entertainment,-21.21
migros visit,groceries,-105.29
Chili'S Visa/Lisbon Coffee,cafe_restaurant,-51.22
Amazon Music Visit Bowling,entertainment,-140.39
Xbox Hmdtzr0N4Z Rome,entertainment,-111.64
DENTIST RECEIVED DOCTOR VISIT,health,-248.67
spar payment,groceries,-29.43
NANDO'S BILL DINE IN,cafe_restaurant,-17.57
purchase equinox,health,-61.43
flixbus with friends ferry crossing,transport,-14.48
Kebab Near Work Wine,cafe_restaurant,-8.94
LEON AUTO-RENEWAL ESPRESSO,cafe_restaurant,-59.76
bt inbound transfer,bills_utilities,-336.55
Thai Restaurant Delivery Latte,cafe_restaurant,-45.03
Ramen Shop With Friends,cafe_restaurant,-26.4
Groceries From Rewe Bread,groceries,-97.74
planet fitness monthly,health,-134.11
apple tv+*pay chicago,entertainment,-124.33
Best Buy Inbound Transfer Jacket,shopping,-488.52
BRITISH GAS ONLINE ELECTRICITY,bills_utilities,-1011.4
PURCHASE LOCAL MARKET FRESH FOOD,groceries,-110.6
electronics store dress,shopping,-193.34
cinepo fr web series,entertainment,-11.32
museum delivery,entertainment,-131.84
POPEYES/CHARGE/BRUSSELS SUSHI,cafe_restaurant,-62.73
SO STRIPE PAYOUT REFUND RECEIVED,income,2185.95
Physiotherapy With Friends Therapy,health,-239.65
